id,filename,class,nn1
6141,TRAIN_449_p_131897783423252923L,p,train
6142,VALID_2756_p_131897818329099793L,p,test
6143,TEST_458_b_131897793903329281L,b,valid
6144,TRAIN_4161_p_131897846710717522L,p,train
6145,TRAIN_1175_f_131897803855962593L,f,train
6146,TRAIN_4424_b_131897844070768926L,b,train
6147,VALID_890_b_131897799824842982L,b,test
6148,TEST_5162_a_131897855492515610L,a,valid
6149,TRAIN_2939_p_131897821093019178L,p,train
6150,TRAIN_2095_f_131897808242837143L,f,train
6151,VALID_4312_a_131897848896747665L,a,test
6152,VALID_3205_b_131897825166999696L,b,test
6153,TRAIN_4003_p_131897837484502054L,p,train
6154,TRAIN_601_p_131897795844195102L,p,train
6155,TRAIN_5141_b_131897855162333972L,b,train
6156,TRAIN_3242_p_131897833506294200L,p,train
6157,TRAIN_2355_b_131897812198024318L,b,train
6158,TRAIN_1329_f_131897796573662031L,f,train
6159,TRAIN_2463_f_131897813843899047L,f,train
6160,TRAIN_1946_a_131897814835365858L,a,train
6161,TRAIN_149_p_131897789750469656L,p,train
6162,VALID_4863_b_131897856896005099L,b,test
6163,VALID_5186_b_131897861626993515L,b,test
6164,TRAIN_980_a_131897801083494814L,a,train
6165,TEST_5043_b_131897853651189767L,b,valid
6166,TRAIN_3348_b_131897835023087331L,b,train
6167,TRAIN_1440_p_131897807652539790L,p,train
6168,TEST_221_b_131897780023376034L,b,valid
6169,TRAIN_3443_p_131897836347051708L,p,train
6170,TRAIN_5539_p_131897866800662337L,p,train
6171,TRAIN_4567_p_131897852597848816L,p,train
6172,TRAIN_177_b_131897779406513934L,b,train
6173,TRAIN_105_p_131897789162787952L,p,train
6174,TRAIN_1910_p_131897814343157996L,p,train
6175,TRAIN_856_a_131897789460907004L,a,train
6176,VALID_4706_b_131897854617784485L,b,test
6177,TRAIN_5565_p_131897867174272385L,p,train
6178,TRAIN_5827_a_131897865761179584L,a,train
6179,VALID_4502_a_131897845252524732L,a,test
6180,TRAIN_2531_b_131897823272472534L,b,train
6181,TRAIN_2978_p_131897829705616435L,p,train
6182,TRAIN_3460_p_131897836584874794L,p,train
6183,TRAIN_2572_a_131897823857346028L,a,train
6184,TRAIN_2166_a_131897817956598171L,a,train
6185,TRAIN_3521_p_131897837430376538L,p,train
6186,TRAIN_724_p_131897787485043474L,p,train
6187,TRAIN_1292_p_131897805496037461L,p,train
6188,TRAIN_5606_b_131897862382518739L,b,train
6189,VALID_3996_f_131897844316863354L,f,test
6190,VALID_2694_p_131897817354664082L,p,test
6191,VALID_4480_a_131897851331231055L,a,test
6192,TRAIN_892_p_131897789980547924L,p,train
6193,TRAIN_4787_f_131897855804238409L,f,train
6194,TRAIN_1347_f_131897796848201385L,f,train
6195,VALID_554_a_131897785014621342L,a,test
6196,TRAIN_3862_p_131897835282718057L,p,train
6197,TEST_5791_b_131897870438633868L,b,valid
6198,VALID_4023_f_131897844705629068L,f,test
6199,TRAIN_1936_p_131897814705203717L,p,train
6200,TRAIN_21_p_131897777242647572L,p,train
6201,TRAIN_2989_p_131897821853015287L,p,train
6202,TRAIN_4608_b_131897846919985877L,b,train
6203,TEST_3595_a_131897838529331233L,a,valid
6204,TRAIN_53_f_131897788500571979L,f,train
6205,TRAIN_1169_p_131897794031169776L,p,train
6206,VALID_4719_f_131897848664626521L,f,test
6207,TRAIN_2160_b_131897817866281595L,b,train
6208,TRAIN_3970_a_131897843947785098L,a,train
6209,TRAIN_4289_f_131897841976551953L,f,train
6210,TRAIN_2003_f_131897806876161345L,f,train
6211,VALID_911_b_131897790270562587L,b,test
6212,TRAIN_2451_p_131897822136002630L,p,train
6213,TEST_1242_b_131897804798505386L,b,valid
6214,TRAIN_2617_a_131897816188704993L,a,train
6215,TRAIN_3393_b_131897828008088497L,b,train
6216,TRAIN_5626_a_131897868040873667L,a,train
6217,TRAIN_4514_a_131897845442435527L,a,train
6218,TRAIN_2447_b_131897813607471037L,b,train
6219,TRAIN_5998_f_131897868439133167L,f,train
6220,TRAIN_4672_a_131897854113854820L,a,train
6221,TRAIN_387_p_131897782475490703L,p,train
6222,TRAIN_4850_p_131897856721779029L,p,train
6223,TRAIN_1028_p_131897791963716163L,p,train
6224,TRAIN_5115_a_131897860597888069L,a,train
6225,TRAIN_2041_b_131897816170891018L,b,train
6226,TRAIN_3100_b_131897823583576865L,b,train
6227,VALID_3368_a_131897827621866380L,a,test
6228,TRAIN_4058_f_131897838362507990L,f,train
6229,TRAIN_4169_p_131897846818690569L,p,train
6230,TRAIN_965_f_131897791036996636L,f,train
6231,TRAIN_4411_p_131897843863012099L,p,train
6232,TRAIN_5374_p_131897864429776690L,p,train
6233,TRAIN_5102_p_131897854568314676L,p,train
6234,TRAIN_4063_p_131897838444688587L,p,train
6235,TRAIN_1092_f_131897802668721394L,f,train
6236,VALID_5172_a_131897855650685524L,a,test
6237,TRAIN_5634_b_131897868159942848L,b,train
6238,TRAIN_5457_f_131897860068294836L,f,train
6239,TRAIN_5552_a_131897866986293972L,a,train
6240,TRAIN_1078_f_131897792706921193L,f,train
6241,VALID_850_b_131897799266536044L,b,test
6242,TRAIN_35_p_131897788267436081L,p,train
6243,TRAIN_5112_f_131897860557105410L,f,train
6244,TRAIN_1599_a_131897800713297811L,a,train
6245,TRAIN_1584_b_131897800472627695L,b,train
6246,TEST_5801_f_131897865363547548L,f,valid
6247,TRAIN_4142_f_131897839678751292L,f,train
6248,TRAIN_5637_f_131897862854074515L,f,train
6249,TRAIN_2114_b_131897817208126632L,b,train
6250,TRAIN_1382_b_131897797371025961L,b,train
6251,VALID_2025_a_131897815947132919L,a,test
6252,TRAIN_3891_f_131897842819921562L,f,train
6253,TRAIN_1485_f_131897808309442811L,f,train
6254,TRAIN_803_b_131897798625881841L,b,train
6255,TEST_2643_a_131897816589016665L,a,valid
6256,VALID_3595_p_131897831136252282L,p,test
6257,TRAIN_1493_f_131897808425075352L,f,train
6258,TEST_1162_f_131897793932273608L,f,valid
6259,VALID_2728_p_131897817873696059L,p,test
6260,TRAIN_3320_a_131897826888802592L,a,train
6261,VALID_1942_p_131897814782863664L,p,test
6262,TRAIN_4540_f_131897845866159892L,f,train
6263,TRAIN_929_b_131897800358307316L,b,train
6264,TRAIN_3973_b_131897843989974112L,b,train
6265,TRAIN_5682_b_131897868837469378L,b,train
6266,VALID_4708_b_131897854643253472L,b,test
6267,TRAIN_2779_b_131897826849532402L,b,train
6268,TRAIN_1744_p_131897802894558070L,p,train
6269,TRAIN_2207_p_131897818563189754L,p,train
6270,TRAIN_5985_p_131897868235887451L,p,train
6271,TEST_3302_f_131897834350243392L,f,valid
6272,VALID_2693_a_131897817336592438L,a,test
6273,TRAIN_1209_p_131897794625022681L,p,train
6274,TRAIN_3932_a_131897843407448916L,a,train
6275,VALID_5440_f_131897865390128712L,f,test
6276,TRAIN_3039_b_131897822623662244L,b,train
6277,TRAIN_2393_p_131897812778193523L,p,train
6278,TRAIN_3041_f_131897822662337050L,f,train
6279,TRAIN_720_b_131897787432425535L,b,train
6280,VALID_3977_b_131897844048570150L,b,test
6281,TRAIN_638_f_131897786225561285L,f,train
6282,TEST_331_p_131897792173404713L,p,valid
6283,TRAIN_255_a_131897780521361261L,a,train
6284,TRAIN_1426_a_131897798066972577L,a,train
6285,VALID_2628_f_131897816351436986L,f,test
6286,TRAIN_5316_f_131897857928419024L,f,train
6287,TRAIN_3636_b_131897839127015231L,b,train
6288,VALID_3049_f_131897822796756855L,f,test
6289,TRAIN_634_a_131897796292181273L,a,train
6290,VALID_1830_a_131897813213573774L,a,test
6291,VALID_2000_p_131897815591178006L,p,test
6292,TRAIN_5127_b_131897860769926565L,b,train
6293,TRAIN_1045_a_131897802005566639L,a,train
6294,TRAIN_5840_f_131897871138822147L,f,train
6295,TRAIN_342_b_131897781817964830L,b,train
6296,TRAIN_2672_a_131897825316173852L,a,train
6297,TRAIN_3377_a_131897835428729660L,a,train
6298,TRAIN_1722_p_131897802550305097L,p,train
6299,TRAIN_2522_f_131897823144810115L,f,train
6300,VALID_3472_f_131897836748787213L,f,test
6301,TRAIN_4841_a_131897850547545058L,a,train
6302,TRAIN_2267_b_131897819453069765L,b,train
6303,TRAIN_1342_a_131897806234039034L,a,train
6304,TRAIN_4295_b_131897842065669715L,b,train
6305,TRAIN_1036_a_131897792088874195L,a,train
6306,TRAIN_5425_p_131897859580586239L,p,train
6307,VALID_3367_b_131897835297161783L,b,test
6308,TRAIN_220_p_131897790686305994L,p,train
6309,TRAIN_59_p_131897788579480245L,p,train
6310,TRAIN_304_p_131897781262960353L,p,train
6311,VALID_2415_a_131897821620822134L,a,test
6312,VALID_672_f_131897796820957191L,f,test
6313,TRAIN_4178_f_131897846944944892L,f,train
6314,TRAIN_4860_p_131897856855534673L,p,train
6315,TRAIN_3128_b_131897831862928896L,b,train
6316,TRAIN_2156_a_131897809173218986L,a,train
6317,VALID_251_b_131897780461108433L,b,test
6318,TRAIN_4837_f_131897850488424159L,f,train
6319,TRAIN_2471_p_131897813974353606L,p,train
6320,TRAIN_1288_p_131897805444941975L,p,train
6321,TRAIN_5217_a_131897862098575590L,a,train
6322,TRAIN_1691_f_131897811261612868L,f,train
6323,VALID_2383_f_131897821146581122L,f,test
6324,TRAIN_2734_f_131897826204499834L,f,train
6325,TRAIN_852_p_131897789404455929L,p,train
6326,TRAIN_4201_b_131897840608533749L,b,train
6327,TEST_5405_f_131897864871669558L,f,valid
6328,TRAIN_503_f_131897784254061257L,f,train
6329,TRAIN_3570_a_131897830753082365L,a,train
6330,TRAIN_4072_a_131897838583470145L,a,train
6331,TEST_2605_p_131897824351123708L,p,valid
6332,TRAIN_3454_p_131897828950588276L,p,train
6333,TRAIN_5475_p_131897865911401963L,p,train
6334,TRAIN_5218_f_131897862113888499L,f,train
6335,VALID_1803_f_131897803790445260L,f,test
6336,TRAIN_2424_f_131897813254336633L,f,train
6337,TRAIN_3646_a_131897831918396300L,a,train
6338,TRAIN_1843_b_131897813391864523L,b,train
6339,TRAIN_4369_p_131897843194919121L,p,train
6340,TRAIN_1656_a_131897801577901737L,a,train
6341,VALID_2690_p_131897825581971813L,p,test
6342,TRAIN_2645_b_131897816622500628L,b,train
6343,TRAIN_923_b_131897790445580129L,b,train
6344,VALID_5225_f_131897856488570463L,f,test
6345,TRAIN_2927_f_131897828949637166L,f,train
6346,TRAIN_2777_b_131897818675778418L,b,train
6347,TRAIN_3991_p_131897844247485113L,p,train
6348,TRAIN_674_b_131897796853614392L,b,train
6349,TRAIN_4110_p_131897839178012443L,p,train
6350,TRAIN_3548_b_131897830412443645L,b,train
6351,TEST_445_f_131897783362220590L,f,valid
6352,TRAIN_4145_b_131897839732506792L,b,train
6353,TRAIN_5817_p_131897865617173879L,p,train
6354,VALID_2405_f_131897812959435659L,f,test
6355,TRAIN_2902_b_131897828602119864L,b,train
6356,TRAIN_1171_b_131897794059057647L,b,train
6357,VALID_3784_a_131897834040574813L,a,test
6358,TRAIN_2099_a_131897808305568202L,a,train
6359,TRAIN_4248_p_131897847978583296L,p,train
6360,TRAIN_5441_b_131897859829373739L,b,train
6361,VALID_3530_f_131897830137197146L,f,test
6362,TEST_4020_f_131897844665002765L,f,valid
6363,VALID_2744_a_131897818136246443L,a,test
6364,TRAIN_777_f_131897798253208420L,f,train
6365,TRAIN_1708_f_131897811499904553L,f,train
6366,TRAIN_5837_p_131897871095537895L,p,train
6367,VALID_4395_b_131897850101333305L,b,test
6368,TRAIN_5971_p_131897868014497862L,p,train
6369,TRAIN_1395_a_131897797585551707L,a,train
6370,TRAIN_1207_f_131897794599384823L,f,train
6371,TRAIN_4562_f_131897846194945964L,f,train
6372,VALID_2010_p_131897815737121695L,p,test
6373,TRAIN_2802_b_131897819051729304L,b,train
6374,TRAIN_2314_f_131897811571170550L,f,train
6375,VALID_715_f_131897797403951088L,f,test
6376,TRAIN_607_f_131897785773562999L,f,train
6377,TRAIN_1788_p_131897812616986117L,p,train
6378,TRAIN_3968_b_131897836935908514L,b,train
6379,TRAIN_4331_f_131897842624453776L,f,train
6380,TRAIN_3732_p_131897833248881471L,p,train
6381,VALID_5686_b_131897868890283566L,b,test
6382,TRAIN_3779_a_131897833965988247L,a,train
6383,TRAIN_5548_a_131897861504295121L,a,train
6384,TRAIN_2353_b_131897812164598285L,b,train
6385,TRAIN_1483_f_131897798933233115L,f,train
6386,TRAIN_1661_f_131897801650223484L,f,train
6387,TEST_3851_b_131897842257710957L,b,valid
6388,TRAIN_4747_p_131897855205931936L,p,train
6389,TRAIN_964_a_131897791024486891L,a,train
6390,TEST_4925_a_131897857821357957L,a,valid
6391,TRAIN_2821_p_131897827425030012L,p,train
6392,TRAIN_3013_f_131897822226766711L,f,train
6393,TRAIN_5495_p_131897866193446635L,p,train
6394,TRAIN_5308_b_131897863486453416L,b,train
6395,TRAIN_218_a_131897779983034538L,a,train
6396,TRAIN_5932_b_131897867404960118L,b,train
6397,TEST_4711_f_131897854689505494L,f,valid
6398,TRAIN_4663_b_131897847774941270L,b,train
6399,TRAIN_4366_p_131897849681624831L,p,train
6400,TRAIN_1294_b_131897796002273878L,b,train
6401,TRAIN_770_p_131897798152578929L,p,train
6402,VALID_3602_p_131897838648086190L,p,test
6403,TRAIN_2023_a_131897815919318534L,a,train
6404,TRAIN_4002_f_131897837468803570L,f,train
6405,TRAIN_416_a_131897793334551621L,a,train
6406,TRAIN_3665_b_131897832207413290L,b,train
6407,TRAIN_5976_f_131897868104365510L,f,train
6408,TRAIN_3998_b_131897837407025760L,b,train
6409,VALID_2554_p_131897823605458206L,p,test
6410,VALID_1425_b_131897798050784969L,b,test
6411,TRAIN_1964_a_131897815082721443L,a,train
6412,TRAIN_959_a_131897800795669647L,a,train
6413,TRAIN_277_p_131897791442433099L,p,train
6414,TRAIN_2812_p_131897827305180587L,p,train
6415,TEST_4343_a_131897842801907881L,a,valid
6416,TEST_2015_f_131897815811814199L,f,valid
6417,TRAIN_3979_p_131897844075758080L,p,train
6418,VALID_3394_a_131897835676554453L,a,test
6419,TRAIN_1842_b_131897813375612986L,b,train
6420,TRAIN_1241_b_131897795126603483L,b,train
6421,TRAIN_2436_b_131897821926148652L,b,train
6422,TRAIN_3860_f_131897835252615416L,f,train
6423,TRAIN_2077_p_131897816679821650L,p,train
6424,TRAIN_1540_a_131897809120263432L,a,train
6425,VALID_1529_b_131897808954787700L,b,test
6426,TEST_1114_b_131897793226532719L,b,valid
6427,TRAIN_2258_p_131897810718553197L,p,train
6428,VALID_4849_b_131897850664178673L,b,test
6429,VALID_2311_b_131897811528057237L,b,test
6430,VALID_471_p_131897783777489458L,p,test
6431,TRAIN_1781_b_131897803459252162L,b,train
6432,TRAIN_2255_f_131897810675153272L,f,train
6433,TRAIN_654_b_131897786462172348L,b,train
6434,TRAIN_2041_p_131897807440921576L,p,train
6435,TRAIN_2701_b_131897825734478580L,b,train
6436,VALID_3317_b_131897834575098295L,b,test
6437,TRAIN_5126_b_131897854935225075L,b,train
6438,TRAIN_4039_f_131897838066271732L,f,train
6439,TRAIN_5542_b_131897861413179033L,b,train
6440,VALID_5600_f_131897862288525085L,f,test
6441,TRAIN_2912_a_131897820700594940L,a,train
6442,TRAIN_5959_a_131897872844839438L,a,train
6443,VALID_5435_p_131897865312469803L,p,test
6444,TRAIN_5894_p_131897871921203377L,p,train
6445,TRAIN_698_f_131897797180504290L,f,train
6446,TRAIN_212_p_131897790578488422L,p,train
6447,TRAIN_3117_b_131897831704326962L,b,train
6448,TRAIN_3609_a_131897831343893830L,a,train
6449,TRAIN_5340_b_131897858317040480L,b,train
6450,TRAIN_4344_p_131897842815025503L,p,train
6451,VALID_4381_b_131897849911791240L,b,test
6452,TRAIN_3310_p_131897826741120565L,p,train
6453,VALID_4056_a_131897838320205212L,a,test
6454,TRAIN_1035_a_131897792075696234L,a,train
6455,TRAIN_2247_a_131897810555003837L,a,train
6456,TRAIN_4772_b_131897849472142473L,b,train
6457,TRAIN_501_a_131897794493513064L,a,train
6458,TRAIN_2532_p_131897823285129314L,p,train
6459,VALID_3924_p_131897843299943407L,p,test
6460,TRAIN_4673_f_131897847928297732L,f,train
6461,VALID_2612_p_131897824454098925L,p,test
6462,TRAIN_655_a_131897796590008228L,a,train
6463,VALID_4934_f_131897851965573837L,f,test
6464,TRAIN_662_f_131897786576558159L,f,train
6465,TRAIN_4548_f_131897845991619787L,f,train
6466,TRAIN_2465_a_131897822328199000L,a,train
6467,TRAIN_4235_a_131897841135879114L,a,train
6468,TRAIN_1690_p_131897811246299583L,p,train
6469,TRAIN_4526_a_131897852005632558L,a,train
6470,TRAIN_1393_f_131897806953914783L,f,train
6471,TEST_5425_f_131897865170276205L,f,valid
6472,TRAIN_3775_p_131897841183597785L,p,train
6473,TRAIN_4602_p_131897846822831496L,p,train
6474,VALID_1402_b_131897807083451809L,b,test
6475,TRAIN_1184_a_131897794258655150L,a,train
6476,VALID_3561_b_131897838004465596L,b,test
6477,VALID_5995_f_131897873381899770L,f,test
6478,TRAIN_1858_b_131897804642943212L,b,train
6479,VALID_4535_p_131897845782457996L,p,test
6480,TRAIN_3716_p_131897832990736832L,p,train
6481,TRAIN_409_a_131897782822462129L,a,train
6482,TRAIN_4565_b_131897846239989674L,b,train
6483,VALID_1896_b_131897814139710429L,b,test
6484,TRAIN_1301_f_131897805631201268L,f,train
6485,VALID_1289_b_131897795914255413L,b,test
6486,TRAIN_5619_b_131897867934307048L,b,train
6487,TRAIN_3036_p_131897822582895161L,p,train
6488,TRAIN_3069_p_131897831021308580L,p,train
6489,TRAIN_4682_b_131897854261987876L,b,train
6490,TRAIN_57_p_131897777730930434L,p,train
6491,VALID_5690_f_131897863648834501L,f,test
6492,VALID_4342_f_131897842787350644L,f,test
6493,TRAIN_5475_b_131897860363759925L,b,train
6494,TRAIN_5201_f_131897861852627425L,f,train
6495,TRAIN_2097_a_131897808279078451L,a,train
6496,TRAIN_2064_b_131897816491218596L,b,train
6497,TRAIN_345_b_131897792366381698L,b,train
6498,VALID_1282_f_131897795801175440L,f,test
6499,TRAIN_3840_p_131897842096296794L,p,train
6500,TRAIN_5537_b_131897861330262308L,b,train
6501,TRAIN_4343_a_131897849348329905L,a,train
6502,TRAIN_605_f_131897785746370676L,f,train
6503,TRAIN_1731_f_131897811828669429L,f,train
6504,TRAIN_1097_f_131897792974937550L,f,train
6505,VALID_1963_a_131897806273972670L,a,test
6506,TRAIN_357_p_131897792526078428L,p,train
6507,VALID_3733_f_131897833261218115L,f,test
6508,TRAIN_1491_f_131897808392573957L,f,train
6509,TRAIN_2211_p_131897818626629344L,p,train
6510,TRAIN_1033_p_131897801829618896L,p,train
6511,TRAIN_5412_f_131897864986674473L,f,train
6512,VALID_1407_p_131897807152518108L,p,test
6513,TEST_332_f_131897792187467089L,f,valid
6514,VALID_5622_f_131897867981027945L,f,test
6515,TRAIN_5717_f_131897864057241915L,f,train
6516,VALID_5128_a_131897860783676454L,a,test
6517,TRAIN_5112_b_131897854714592860L,b,train
6518,VALID_2625_f_131897816304778762L,f,test
6519,TEST_5786_f_131897870358474623L,f,valid
6520,VALID_2386_p_131897812671544423L,p,test
6521,VALID_1043_a_131897801979002275L,a,test
6522,TRAIN_5856_p_131897866233737013L,p,train
6523,VALID_3496_b_131897837079893368L,b,test
6524,TRAIN_2107_b_131897808432403507L,b,train
6525,TRAIN_2346_b_131897812061088653L,b,train
6526,VALID_5001_a_131897858951406411L,a,test
6527,VALID_4779_f_131897849584833401L,f,test
6528,VALID_3632_b_131897831706900491L,b,test
6529,TRAIN_2598_f_131897824231585028L,f,train
6530,TEST_3952_p_131897836692502787L,p,valid
6531,VALID_4213_a_131897840796714214L,a,test
6532,TRAIN_1355_a_131897806418734190L,a,train
6533,VALID_3383_f_131897835514046438L,f,test
6534,TRAIN_3833_f_131897841998791869L,f,train
6535,TRAIN_5169_f_131897855608080789L,f,train
6536,VALID_1555_f_131897809330430112L,f,test
6537,VALID_3545_b_131897830363342526L,b,test
6538,TRAIN_5488_p_131897860571193041L,p,train
6539,TRAIN_607_p_131897795933104651L,p,train
6540,TRAIN_5821_a_131897870867404138L,a,train
6541,TRAIN_3613_p_131897838793406649L,p,train
6542,TRAIN_250_b_131897791076634850L,b,train
6543,TRAIN_2429_b_131897813325637570L,b,train
6544,TRAIN_3549_f_131897830429887516L,f,train
6545,TRAIN_977_b_131897801041930128L,b,train
6546,TRAIN_3387_b_131897835566704888L,b,train
6547,VALID_3332_f_131897827069694623L,f,test
6548,TRAIN_3583_a_131897830952176834L,a,train
6549,TEST_5303_p_131897863415357268L,p,valid
6550,TRAIN_4328_b_131897849128789104L,b,train
6551,TRAIN_3511_a_131897829850163865L,a,train
6552,VALID_2736_p_131897818001766498L,p,test
6553,TRAIN_587_a_131897795655437562L,a,train
6554,TEST_5672_a_131897868696837048L,a,valid
